pos[0] = 22.824442	pos[1] = 106.974133	pos[2] = 25.525805
angle[0] = -0.313744	angle[1] = 1.787155	angle[2] = 0.962075

pos[0] = 24.918102	pos[1] = 187.294411	pos[2] = -56.551598
angle[0] = -0.313744	angle[1] = 1.787155	angle[2] = 0.961667

pos[0] = 24.918102	pos[1] = 187.294411	pos[2] = -56.551598
angle[0] = -0.313744	angle[1] = 1.787155	angle[2] = 0.961667

pos[0] = 24.918102	pos[1] = 187.294411	pos[2] = -56.551598
angle[0] = -0.313744	angle[1] = 1.787155	angle[2] = 0.961667

pos[0] = 24.934504	pos[1] = 187.306076	pos[2] = -56.501045
angle[0] = -0.313744	angle[1] = 1.786747	angle[2] = 0.961667

pos[0] = 24.934504	pos[1] = 187.306076	pos[2] = -56.501045
angle[0] = -0.313744	angle[1] = 1.786747	angle[2] = 0.961667

pos[0] = 24.934504	pos[1] = 187.306076	pos[2] = -56.501045
angle[0] = -0.313744	angle[1] = 1.786747	angle[2] = 0.961667

pos[0] = 24.941303	pos[1] = 187.273163	pos[2] = -56.480087
angle[0] = -0.313744	angle[1] = 1.786339	angle[2] = 0.961260

pos[0] = 24.941303	pos[1] = 187.273163	pos[2] = -56.480087
angle[0] = -0.313744	angle[1] = 1.786339	angle[2] = 0.961260

pos[0] = 24.941303	pos[1] = 187.273163	pos[2] = -56.480087
angle[0] = -0.313744	angle[1] = 1.786339	angle[2] = 0.961260

pos[0] = 24.957710	pos[1] = 187.284790	pos[2] = -56.429520
angle[0] = -0.313744	angle[1] = 1.785931	angle[2] = 0.961260

pos[0] = 24.957710	pos[1] = 187.284790	pos[2] = -56.429520
angle[0] = -0.313744	angle[1] = 1.785931	angle[2] = 0.961260

pos[0] = 24.948107	pos[1] = 187.240250	pos[2] = -56.459122
angle[0] = -0.313744	angle[1] = 1.785931	angle[2] = 0.960852

pos[0] = 24.964514	pos[1] = 187.251854	pos[2] = -56.408554
angle[0] = -0.313744	angle[1] = 1.785523	angle[2] = 0.960852

pos[0] = 24.964514	pos[1] = 187.251854	pos[2] = -56.408554
angle[0] = -0.313744	angle[1] = 1.785523	angle[2] = 0.960852

pos[0] = 24.980923	pos[1] = 187.263443	pos[2] = -56.357979
angle[0] = -0.313744	angle[1] = 1.785115	angle[2] = 0.960852

pos[0] = 24.971313	pos[1] = 187.218903	pos[2] = -56.387596
angle[0] = -0.313744	angle[1] = 1.785115	angle[2] = 0.960445

pos[0] = 24.971313	pos[1] = 187.218903	pos[2] = -56.387596
angle[0] = -0.313744	angle[1] = 1.785115	angle[2] = 0.960445

pos[0] = 24.987722	pos[1] = 187.230453	pos[2] = -56.337021
angle[0] = -0.313744	angle[1] = 1.784706	angle[2] = 0.960445

pos[0] = 24.987722	pos[1] = 187.230453	pos[2] = -56.337021
angle[0] = -0.313744	angle[1] = 1.784706	angle[2] = 0.960445

pos[0] = 24.994513	pos[1] = 187.197479	pos[2] = -56.316093
angle[0] = -0.313744	angle[1] = 1.784299	angle[2] = 0.960037

pos[0] = 24.994513	pos[1] = 187.197479	pos[2] = -56.316093
angle[0] = -0.313744	angle[1] = 1.784299	angle[2] = 0.960037

pos[0] = 24.994513	pos[1] = 187.197479	pos[2] = -56.316093
angle[0] = -0.313744	angle[1] = 1.784299	angle[2] = 0.960037

pos[0] = 25.010927	pos[1] = 187.209000	pos[2] = -56.265503
angle[0] = -0.313744	angle[1] = 1.783890	angle[2] = 0.960037

pos[0] = 25.001307	pos[1] = 187.164482	pos[2] = -56.295158
angle[0] = -0.313744	angle[1] = 1.783890	angle[2] = 0.959630

pos[0] = 25.017719	pos[1] = 187.175980	pos[2] = -56.244568
angle[0] = -0.313744	angle[1] = 1.783482	angle[2] = 0.959630

pos[0] = 25.017719	pos[1] = 187.175980	pos[2] = -56.244568
angle[0] = -0.313744	angle[1] = 1.783482	angle[2] = 0.959630

pos[0] = 25.024513	pos[1] = 187.142960	pos[2] = -56.223633
angle[0] = -0.313744	angle[1] = 1.783074	angle[2] = 0.959222

pos[0] = 25.024513	pos[1] = 187.142960	pos[2] = -56.223633
angle[0] = -0.313744	angle[1] = 1.783074	angle[2] = 0.959222

pos[0] = 25.040930	pos[1] = 187.154419	pos[2] = -56.173035
angle[0] = -0.313744	angle[1] = 1.782666	angle[2] = 0.959222

pos[0] = 25.031296	pos[1] = 187.109932	pos[2] = -56.202721
angle[0] = -0.313744	angle[1] = 1.782666	angle[2] = 0.958815

pos[0] = 25.047710	pos[1] = 187.121361	pos[2] = -56.152138
angle[0] = -0.313744	angle[1] = 1.782258	angle[2] = 0.958815

pos[0] = 25.064131	pos[1] = 187.132774	pos[2] = -56.101524
angle[0] = -0.313744	angle[1] = 1.781850	angle[2] = 0.958815

pos[0] = 25.054495	pos[1] = 187.088310	pos[2] = -56.131226
angle[0] = -0.313744	angle[1] = 1.781850	angle[2] = 0.958408

pos[0] = 25.070917	pos[1] = 187.099693	pos[2] = -56.080612
angle[0] = -0.313744	angle[1] = 1.781442	angle[2] = 0.958408

pos[0] = 25.061270	pos[1] = 187.055229	pos[2] = -56.110344
angle[0] = -0.313744	angle[1] = 1.781442	angle[2] = 0.958000

pos[0] = 25.077694	pos[1] = 187.066597	pos[2] = -56.059723
angle[0] = -0.313744	angle[1] = 1.781034	angle[2] = 0.958000

pos[0] = 25.077694	pos[1] = 187.066597	pos[2] = -56.059723
angle[0] = -0.313744	angle[1] = 1.781034	angle[2] = 0.958000

pos[0] = 25.084465	pos[1] = 187.033501	pos[2] = -56.038857
angle[0] = -0.313744	angle[1] = 1.780626	angle[2] = 0.957593

pos[0] = 25.100891	pos[1] = 187.044823	pos[2] = -55.988228
angle[0] = -0.313744	angle[1] = 1.780218	angle[2] = 0.957593

pos[0] = 25.091240	pos[1] = 187.000389	pos[2] = -56.017975
angle[0] = -0.313744	angle[1] = 1.780218	angle[2] = 0.957185

pos[0] = 25.107666	pos[1] = 187.011688	pos[2] = -55.967354
angle[0] = -0.313744	angle[1] = 1.779810	angle[2] = 0.957185

pos[0] = 25.124094	pos[1] = 187.022964	pos[2] = -55.916718
angle[0] = -0.313744	angle[1] = 1.779402	angle[2] = 0.957185

pos[0] = 25.114435	pos[1] = 186.978554	pos[2] = -55.946487
angle[0] = -0.313744	angle[1] = 1.779402	angle[2] = 0.956778

pos[0] = 25.130865	pos[1] = 186.989807	pos[2] = -55.895851
angle[0] = -0.313744	angle[1] = 1.778994	angle[2] = 0.956778

pos[0] = 25.147291	pos[1] = 187.001045	pos[2] = -55.845222
angle[0] = -0.313744	angle[1] = 1.778586	angle[2] = 0.956778

pos[0] = 25.137627	pos[1] = 186.956642	pos[2] = -55.875015
angle[0] = -0.313744	angle[1] = 1.778586	angle[2] = 0.956370

pos[0] = 25.154058	pos[1] = 186.967850	pos[2] = -55.824364
angle[0] = -0.313744	angle[1] = 1.778178	angle[2] = 0.956370

pos[0] = 25.160820	pos[1] = 186.934647	pos[2] = -55.803528
angle[0] = -0.313744	angle[1] = 1.777770	angle[2] = 0.955963

pos[0] = 25.177256	pos[1] = 186.945816	pos[2] = -55.752869
angle[0] = -0.313744	angle[1] = 1.777362	angle[2] = 0.955963

pos[0] = 25.177256	pos[1] = 186.945816	pos[2] = -55.752869
angle[0] = -0.313744	angle[1] = 1.777362	angle[2] = 0.955963

pos[0] = 25.184013	pos[1] = 186.912590	pos[2] = -55.732040
angle[0] = -0.313744	angle[1] = 1.776954	angle[2] = 0.955555

pos[0] = 25.200453	pos[1] = 186.923714	pos[2] = -55.681374
angle[0] = -0.313744	angle[1] = 1.776546	angle[2] = 0.955555

pos[0] = 25.207211	pos[1] = 186.890442	pos[2] = -55.660545
angle[0] = -0.313744	angle[1] = 1.776138	angle[2] = 0.955148

pos[0] = 25.223652	pos[1] = 186.901527	pos[2] = -55.609879
angle[0] = -0.313744	angle[1] = 1.775730	angle[2] = 0.955148

pos[0] = 25.223652	pos[1] = 186.901527	pos[2] = -55.609879
angle[0] = -0.313744	angle[1] = 1.775730	angle[2] = 0.955148

pos[0] = 25.230406	pos[1] = 186.868240	pos[2] = -55.589058
angle[0] = -0.313744	angle[1] = 1.775322	angle[2] = 0.954740

pos[0] = 25.246847	pos[1] = 186.879280	pos[2] = -55.538391
angle[0] = -0.313744	angle[1] = 1.774914	angle[2] = 0.954740

pos[0] = 25.253597	pos[1] = 186.845947	pos[2] = -55.517586
angle[0] = -0.313744	angle[1] = 1.774506	angle[2] = 0.954333

pos[0] = 25.270044	pos[1] = 186.856949	pos[2] = -55.466896
angle[0] = -0.313744	angle[1] = 1.774098	angle[2] = 0.954333

pos[0] = 25.286493	pos[1] = 186.867928	pos[2] = -55.416199
angle[0] = -0.313744	angle[1] = 1.773690	angle[2] = 0.954333

pos[0] = 25.293245	pos[1] = 186.834557	pos[2] = -55.395386
angle[0] = -0.313744	angle[1] = 1.773282	angle[2] = 0.953925

pos[0] = 25.293245	pos[1] = 186.834557	pos[2] = -55.395386
angle[0] = -0.313744	angle[1] = 1.773282	angle[2] = 0.953925

pos[0] = 25.299988	pos[1] = 186.801163	pos[2] = -55.374611
angle[0] = -0.313744	angle[1] = 1.772874	angle[2] = 0.953518

pos[0] = 25.316439	pos[1] = 186.812073	pos[2] = -55.323906
angle[0] = -0.313744	angle[1] = 1.772466	angle[2] = 0.953518

pos[0] = 25.332893	pos[1] = 186.822960	pos[2] = -55.273193
angle[0] = -0.313744	angle[1] = 1.772058	angle[2] = 0.953518

pos[0] = 25.339640	pos[1] = 186.789528	pos[2] = -55.252403
angle[0] = -0.313744	angle[1] = 1.771650	angle[2] = 0.953110

pos[0] = 25.356091	pos[1] = 186.800369	pos[2] = -55.201698
angle[0] = -0.313744	angle[1] = 1.771242	angle[2] = 0.953110

pos[0] = 25.362835	pos[1] = 186.766891	pos[2] = -55.180916
angle[0] = -0.313744	angle[1] = 1.770834	angle[2] = 0.952703

pos[0] = 25.379293	pos[1] = 186.777687	pos[2] = -55.130188
angle[0] = -0.313744	angle[1] = 1.770426	angle[2] = 0.952703

pos[0] = 25.395754	pos[1] = 186.788475	pos[2] = -55.079453
angle[0] = -0.313744	angle[1] = 1.770018	angle[2] = 0.952703

pos[0] = 25.402493	pos[1] = 186.754959	pos[2] = -55.058685
angle[0] = -0.313744	angle[1] = 1.769609	angle[2] = 0.952295

pos[0] = 25.418951	pos[1] = 186.765686	pos[2] = -55.007957
angle[0] = -0.313744	angle[1] = 1.769202	angle[2] = 0.952295

pos[0] = 25.425690	pos[1] = 186.732132	pos[2] = -54.987190
angle[0] = -0.313744	angle[1] = 1.768793	angle[2] = 0.951888

pos[0] = 25.442156	pos[1] = 186.742828	pos[2] = -54.936440
angle[0] = -0.313744	angle[1] = 1.768385	angle[2] = 0.951888

pos[0] = 25.458624	pos[1] = 186.753494	pos[2] = -54.885689
angle[0] = -0.313744	angle[1] = 1.767977	angle[2] = 0.951888

pos[0] = 25.481827	pos[1] = 186.730522	pos[2] = -54.814178
angle[0] = -0.313744	angle[1] = 1.767161	angle[2] = 0.951480

pos[0] = 25.498297	pos[1] = 186.741127	pos[2] = -54.763412
angle[0] = -0.313744	angle[1] = 1.766753	angle[2] = 0.951480

pos[0] = 25.505032	pos[1] = 186.707474	pos[2] = -54.742661
angle[0] = -0.313744	angle[1] = 1.766345	angle[2] = 0.951073

pos[0] = 25.521505	pos[1] = 186.718040	pos[2] = -54.691879
angle[0] = -0.313744	angle[1] = 1.765937	angle[2] = 0.951073

pos[0] = 25.537977	pos[1] = 186.728569	pos[2] = -54.641121
angle[0] = -0.313744	angle[1] = 1.765529	angle[2] = 0.951073

pos[0] = 25.544710	pos[1] = 186.694870	pos[2] = -54.620361
angle[0] = -0.313744	angle[1] = 1.765121	angle[2] = 0.950665

pos[0] = 25.561190	pos[1] = 186.705360	pos[2] = -54.569572
angle[0] = -0.313744	angle[1] = 1.764713	angle[2] = 0.950665

pos[0] = 25.584398	pos[1] = 186.682076	pos[2] = -54.498047
angle[0] = -0.313744	angle[1] = 1.763897	angle[2] = 0.950258

pos[0] = 25.600876	pos[1] = 186.692505	pos[2] = -54.447266
angle[0] = -0.313744	angle[1] = 1.763489	angle[2] = 0.950258

pos[0] = 25.617359	pos[1] = 186.702911	pos[2] = -54.396461
angle[0] = -0.313744	angle[1] = 1.763081	angle[2] = 0.950258

pos[0] = 25.624088	pos[1] = 186.669098	pos[2] = -54.375717
angle[0] = -0.313744	angle[1] = 1.762673	angle[2] = 0.949850

pos[0] = 25.657059	pos[1] = 186.689804	pos[2] = -54.274109
angle[0] = -0.313744	angle[1] = 1.761857	angle[2] = 0.949850

pos[0] = 25.663786	pos[1] = 186.655937	pos[2] = -54.253372
angle[0] = -0.313744	angle[1] = 1.761449	angle[2] = 0.949443

pos[0] = 25.680277	pos[1] = 186.666237	pos[2] = -54.202545
angle[0] = -0.313744	angle[1] = 1.761041	angle[2] = 0.949443

pos[0] = 25.687004	pos[1] = 186.632339	pos[2] = -54.181808
angle[0] = -0.313744	angle[1] = 1.760633	angle[2] = 0.949035

pos[0] = 25.719984	pos[1] = 186.652832	pos[2] = -54.080162
angle[0] = -0.313744	angle[1] = 1.759817	angle[2] = 0.949035

pos[0] = 25.726707	pos[1] = 186.618881	pos[2] = -54.059448
angle[0] = -0.313744	angle[1] = 1.759409	angle[2] = 0.948628

pos[0] = 25.759701	pos[1] = 186.639236	pos[2] = -53.957764
angle[0] = -0.313744	angle[1] = 1.758593	angle[2] = 0.948628

pos[0] = 25.776190	pos[1] = 186.649384	pos[2] = -53.906937
angle[0] = -0.313744	angle[1] = 1.758185	angle[2] = 0.948628

pos[0] = 25.799416	pos[1] = 186.625473	pos[2] = -53.835358
angle[0] = -0.313744	angle[1] = 1.757369	angle[2] = 0.948220

pos[0] = 25.815918	pos[1] = 186.635551	pos[2] = -53.784492
angle[0] = -0.313744	angle[1] = 1.756961	angle[2] = 0.948220

pos[0] = 25.822638	pos[1] = 186.601471	pos[2] = -53.763779
angle[0] = -0.313744	angle[1] = 1.756553	angle[2] = 0.947813

pos[0] = 25.855646	pos[1] = 186.621521	pos[2] = -53.662056
angle[0] = -0.313744	angle[1] = 1.755737	angle[2] = 0.947813

pos[0] = 25.862368	pos[1] = 186.587402	pos[2] = -53.641335
angle[0] = -0.313744	angle[1] = 1.755329	angle[2] = 0.947405

pos[0] = 25.895390	pos[1] = 186.607330	pos[2] = -53.539566
angle[0] = -0.313744	angle[1] = 1.754513	angle[2] = 0.947405

pos[0] = 25.902100	pos[1] = 186.573143	pos[2] = -53.518883
angle[0] = -0.313744	angle[1] = 1.754105	angle[2] = 0.946998

pos[0] = 25.935125	pos[1] = 186.592934	pos[2] = -53.417091
angle[0] = -0.313744	angle[1] = 1.753289	angle[2] = 0.946998

pos[0] = 25.968153	pos[1] = 186.612640	pos[2] = -53.315300
angle[0] = -0.313744	angle[1] = 1.752473	angle[2] = 0.946998

pos[0] = 25.974873	pos[1] = 186.578362	pos[2] = -53.294586
angle[0] = -0.313744	angle[1] = 1.752064	angle[2] = 0.946590

pos[0] = 26.007910	pos[1] = 186.597939	pos[2] = -53.192764
angle[0] = -0.313744	angle[1] = 1.751248	angle[2] = 0.946590

pos[0] = 26.014627	pos[1] = 186.563606	pos[2] = -53.172066
angle[0] = -0.313744	angle[1] = 1.750840	angle[2] = 0.946183

pos[0] = 26.047670	pos[1] = 186.583046	pos[2] = -53.070229
angle[0] = -0.313744	angle[1] = 1.750024	angle[2] = 0.946183

pos[0] = 26.070910	pos[1] = 186.558334	pos[2] = -52.998596
angle[0] = -0.313744	angle[1] = 1.749208	angle[2] = 0.945775

pos[0] = 26.087439	pos[1] = 186.567986	pos[2] = -52.947655
angle[0] = -0.313744	angle[1] = 1.748800	angle[2] = 0.945775

pos[0] = 26.110678	pos[1] = 186.543144	pos[2] = -52.876038
angle[0] = -0.313744	angle[1] = 1.747984	angle[2] = 0.945368

pos[0] = 26.143740	pos[1] = 186.562279	pos[2] = -52.774132
angle[0] = -0.313744	angle[1] = 1.747168	angle[2] = 0.945368

pos[0] = 26.176804	pos[1] = 186.581329	pos[2] = -52.672234
angle[0] = -0.313744	angle[1] = 1.746352	angle[2] = 0.945368

pos[0] = 26.183521	pos[1] = 186.546776	pos[2] = -52.651527
angle[0] = -0.313744	angle[1] = 1.745944	angle[2] = 0.944960

pos[0] = 26.216597	pos[1] = 186.565704	pos[2] = -52.549591
angle[0] = -0.313744	angle[1] = 1.745128	angle[2] = 0.944960

pos[0] = 26.206585	pos[1] = 186.540489	pos[2] = -52.467155
angle[0] = -0.313333	angle[1] = 1.744312	angle[2] = 0.944553

pos[0] = 26.239628	pos[1] = 186.559235	pos[2] = -52.365181
angle[0] = -0.313333	angle[1] = 1.743496	angle[2] = 0.944553

pos[0] = 26.262854	pos[1] = 186.533867	pos[2] = -52.293495
angle[0] = -0.313333	angle[1] = 1.742680	angle[2] = 0.944146

pos[0] = 26.295904	pos[1] = 186.552437	pos[2] = -52.191490
angle[0] = -0.313333	angle[1] = 1.741864	angle[2] = 0.944146

pos[0] = 26.328957	pos[1] = 186.570915	pos[2] = -52.089478
angle[0] = -0.313333	angle[1] = 1.741048	angle[2] = 0.944146

pos[0] = 26.352190	pos[1] = 186.545303	pos[2] = -52.017769
angle[0] = -0.313333	angle[1] = 1.740232	angle[2] = 0.943738

pos[0] = 26.385258	pos[1] = 186.563614	pos[2] = -51.915718
angle[0] = -0.313333	angle[1] = 1.739416	angle[2] = 0.943738

pos[0] = 26.374979	pos[1] = 186.537842	pos[2] = -51.833138
angle[0] = -0.312922	angle[1] = 1.738600	angle[2] = 0.943331

pos[0] = 26.408012	pos[1] = 186.555977	pos[2] = -51.731041
angle[0] = -0.312922	angle[1] = 1.737783	angle[2] = 0.943331

pos[0] = 26.431219	pos[1] = 186.530029	pos[2] = -51.659317
angle[0] = -0.312922	angle[1] = 1.736967	angle[2] = 0.942923

pos[0] = 26.430626	pos[1] = 186.547989	pos[2] = -51.546318
angle[0] = -0.312511	angle[1] = 1.736151	angle[2] = 0.942923

pos[0] = 26.470314	pos[1] = 186.530785	pos[2] = -51.423485
angle[0] = -0.312511	angle[1] = 1.734927	angle[2] = 0.942516

pos[0] = 26.493505	pos[1] = 186.504570	pos[2] = -51.351700
angle[0] = -0.312511	angle[1] = 1.734111	angle[2] = 0.942108

pos[0] = 26.492756	pos[1] = 186.522217	pos[2] = -51.238632
angle[0] = -0.312100	angle[1] = 1.733295	angle[2] = 0.942108

pos[0] = 26.515919	pos[1] = 186.495842	pos[2] = -51.166847
angle[0] = -0.312100	angle[1] = 1.732479	angle[2] = 0.941701

pos[0] = 26.531530	pos[1] = 186.522018	pos[2] = -51.002594
angle[0] = -0.311688	angle[1] = 1.731255	angle[2] = 0.941701

pos[0] = 26.554667	pos[1] = 186.495430	pos[2] = -50.930786
angle[0] = -0.311688	angle[1] = 1.730439	angle[2] = 0.941293

pos[0] = 26.587614	pos[1] = 186.512680	pos[2] = -50.828522
angle[0] = -0.311688	angle[1] = 1.729623	angle[2] = 0.941293

pos[0] = 26.593256	pos[1] = 186.494484	pos[2] = -50.694603
angle[0] = -0.311277	angle[1] = 1.728399	angle[2] = 0.940886

pos[0] = 26.592136	pos[1] = 186.511520	pos[2] = -50.581360
angle[0] = -0.310866	angle[1] = 1.727583	angle[2] = 0.940886

pos[0] = 26.631670	pos[1] = 186.493004	pos[2] = -50.458313
angle[0] = -0.310866	angle[1] = 1.726359	angle[2] = 0.940478

pos[0] = 26.630423	pos[1] = 186.509819	pos[2] = -50.345001
angle[0] = -0.310455	angle[1] = 1.725543	angle[2] = 0.940478

pos[0] = 26.653488	pos[1] = 186.482666	pos[2] = -50.273109
angle[0] = -0.310455	angle[1] = 1.724727	angle[2] = 0.940071

pos[0] = 26.668543	pos[1] = 186.507591	pos[2] = -50.108536
angle[0] = -0.310044	angle[1] = 1.723503	angle[2] = 0.940071

pos[0] = 26.657312	pos[1] = 186.480217	pos[2] = -50.025681
angle[0] = -0.309632	angle[1] = 1.722687	angle[2] = 0.939663

pos[0] = 26.706480	pos[1] = 186.504822	pos[2] = -49.871986
angle[0] = -0.309632	angle[1] = 1.721462	angle[2] = 0.939663

pos[0] = 26.704899	pos[1] = 186.521111	pos[2] = -49.758514
angle[0] = -0.309221	angle[1] = 1.720646	angle[2] = 0.939663

pos[0] = 26.709837	pos[1] = 186.501518	pos[2] = -49.624313
angle[0] = -0.308810	angle[1] = 1.719422	angle[2] = 0.939256

pos[0] = 26.758902	pos[1] = 186.525597	pos[2] = -49.470512
angle[0] = -0.308810	angle[1] = 1.718198	angle[2] = 0.939256

pos[0] = 26.747345	pos[1] = 186.497673	pos[2] = -49.387520
angle[0] = -0.308399	angle[1] = 1.717382	angle[2] = 0.938848

pos[0] = 26.761768	pos[1] = 186.521416	pos[2] = -49.222641
angle[0] = -0.307988	angle[1] = 1.716158	angle[2] = 0.938848

pos[0] = 26.759775	pos[1] = 186.537140	pos[2] = -49.109009
angle[0] = -0.307576	angle[1] = 1.715342	angle[2] = 0.938848

pos[0] = 26.764269	pos[1] = 186.516708	pos[2] = -48.974640
angle[0] = -0.307165	angle[1] = 1.714118	angle[2] = 0.938441

pos[0] = 26.813120	pos[1] = 186.539925	pos[2] = -48.820633
angle[0] = -0.307165	angle[1] = 1.712894	angle[2] = 0.938441

pos[0] = 26.817459	pos[1] = 186.519119	pos[2] = -48.686172
angle[0] = -0.306754	angle[1] = 1.711670	angle[2] = 0.938033

pos[0] = 26.815136	pos[1] = 186.534355	pos[2] = -48.572426
angle[0] = -0.306343	angle[1] = 1.710854	angle[2] = 0.938033

pos[0] = 26.828959	pos[1] = 186.557045	pos[2] = -48.407257
angle[0] = -0.305932	angle[1] = 1.709630	angle[2] = 0.938033

pos[0] = 26.832989	pos[1] = 186.535728	pos[2] = -48.272697
angle[0] = -0.305520	angle[1] = 1.708406	angle[2] = 0.937626

pos[0] = 26.881626	pos[1] = 186.558022	pos[2] = -48.118492
angle[0] = -0.305520	angle[1] = 1.707182	angle[2] = 0.937626

pos[0] = 26.895163	pos[1] = 186.580124	pos[2] = -47.953178
angle[0] = -0.305109	angle[1] = 1.705957	angle[2] = 0.937626

pos[0] = 26.898920	pos[1] = 186.558205	pos[2] = -47.818512
angle[0] = -0.304698	angle[1] = 1.704733	angle[2] = 0.937218

pos[0] = 26.912218	pos[1] = 186.579903	pos[2] = -47.653114
angle[0] = -0.304287	angle[1] = 1.703509	angle[2] = 0.937218

pos[0] = 26.925396	pos[1] = 186.601418	pos[2] = -47.487648
angle[0] = -0.303876	angle[1] = 1.702285	angle[2] = 0.937218

pos[0] = 26.928835	pos[1] = 186.578926	pos[2] = -47.352852
angle[0] = -0.303465	angle[1] = 1.701061	angle[2] = 0.936811

pos[0] = 26.977205	pos[1] = 186.600029	pos[2] = -47.198380
angle[0] = -0.303465	angle[1] = 1.699837	angle[2] = 0.936811

pos[0] = 26.980478	pos[1] = 186.577164	pos[2] = -47.063522
angle[0] = -0.303053	angle[1] = 1.698613	angle[2] = 0.936403

pos[0] = 26.993254	pos[1] = 186.597870	pos[2] = -46.897881
angle[0] = -0.302642	angle[1] = 1.697389	angle[2] = 0.936403

pos[0] = 27.005909	pos[1] = 186.618385	pos[2] = -46.732178
angle[0] = -0.302231	angle[1] = 1.696165	angle[2] = 0.936403

pos[0] = 27.008854	pos[1] = 186.594933	pos[2] = -46.597206
angle[0] = -0.301820	angle[1] = 1.694941	angle[2] = 0.935996

pos[0] = 27.037300	pos[1] = 186.621712	pos[2] = -46.379860
angle[0] = -0.301409	angle[1] = 1.693309	angle[2] = 0.935996

pos[0] = 27.085396	pos[1] = 186.641563	pos[2] = -46.225143
angle[0] = -0.301409	angle[1] = 1.692085	angle[2] = 0.935996

pos[0] = 27.088057	pos[1] = 186.617455	pos[2] = -46.090027
angle[0] = -0.300997	angle[1] = 1.690860	angle[2] = 0.935588

pos[0] = 27.100159	pos[1] = 186.636902	pos[2] = -45.924103
angle[0] = -0.300586	angle[1] = 1.689636	angle[2] = 0.935588

pos[0] = 27.118568	pos[1] = 186.618805	pos[2] = -45.737335
angle[0] = -0.300175	angle[1] = 1.688004	angle[2] = 0.935181

pos[0] = 27.166508	pos[1] = 186.637802	pos[2] = -45.582451
angle[0] = -0.300175	angle[1] = 1.686780	angle[2] = 0.935181

pos[0] = 27.194258	pos[1] = 186.662804	pos[2] = -45.364731
angle[0] = -0.299764	angle[1] = 1.685148	angle[2] = 0.935181

pos[0] = 27.196384	pos[1] = 186.637611	pos[2] = -45.229431
angle[0] = -0.299353	angle[1] = 1.683924	angle[2] = 0.934773

pos[0] = 27.207914	pos[1] = 186.655937	pos[2] = -45.063255
